old_path,old_url,language,old_title,old_h1,page_type,migration_action,new_path,new_url,reason,confidence,priority,launch_blocker,search_evidence,commercial_intent,business_relevance,content_quality,fact_risk,final_priority,final_action,legacy_preserve,gsc_supported,review_notes
/zh/blog/steel-structure-container-loading-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-container-loading-guide,ZH,钢结构集装箱装柜完全指南：最大化空间、节省运费,钢结构集装箱装柜完全指南：最大化空间、节省运费,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-container-loading-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Shipping & Container | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/steel-structure-corrosion-protection-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-guide,ZH,钢结构防腐保护完全指南：油漆 vs 热镀锌 vs 耐候钢,钢结构防腐保护完全指南：油漆 vs 热镀锌 vs 耐候钢,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-corrosion-protection-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Corrosion & Materials | Medium intent technical guide: long-term growth
/zh/blog/steel-structure-cost-per-square-meter,https://zhongsai-steelstructure.com/zh/blog/steel-structure-cost-per-square-meter,ZH,钢结构每平米造价详解：2026年最新价格与影响因素,钢结构每平米造价详解：2026年最新价格与影响因素,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-cost-per-square-meter); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,STRONG,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/blog/steel-structure-design-standards-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-design-standards-guide,ZH,钢结构设计标准完全指南：GB、ASTM、EN、AS全球标准对比,钢结构设计标准完全指南：GB、ASTM、EN、AS全球标准对比,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-design-standards-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/blog/steel-structure-foundation-design-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-foundation-design-guide,ZH,钢结构基础设计完全指南：独立基础、条形基础、桩基础选型与施工,钢结构基础设计完全指南：独立基础、条形基础、桩基础选型与施工,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-foundation-design-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Foundation & Engineering | Medium intent technical guide: long-term growth
/zh/blog/steel-structure-project-timeline-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-project-timeline-guide,ZH,钢结构项目时间线完全指南：从询价到竣工的全流程周期,钢结构项目时间线完全指南：从询价到竣工的全流程周期,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-project-timeline-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Project Timeline | Medium intent technical guide: long-term growth
/zh/blog/steel-structure-supplier-indonesia-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-indonesia-guide,ZH,印尼钢结构供应商采购完全指南：从询价到安装,印尼钢结构供应商采购完全指南：从询价到安装,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-indonesia-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-malaysia-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-malaysia-guide,ZH,马来西亚钢结构采购完全指南：东南亚市场实战攻略,马来西亚钢结构采购完全指南：东南亚市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-malaysia-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-mexico-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-mexico-guide,ZH,墨西哥钢结构采购完全指南：拉美市场实战攻略,墨西哥钢结构采购完全指南：拉美市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-mexico-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-philippines-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-philippines-guide,ZH,菲律宾钢结构采购完全指南：东南亚群岛国家实战攻略,菲律宾钢结构采购完全指南：东南亚群岛国家实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-philippines-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-saudi-arabia-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-saudi-arabia-guide,ZH,沙特阿拉伯钢结构采购完全指南：中东市场实战攻略,沙特阿拉伯钢结构采购完全指南：中东市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-saudi-arabia-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-thailand-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-thailand-guide,ZH,泰国钢结构采购完全指南：东南亚市场实战攻略,泰国钢结构采购完全指南：东南亚市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-thailand-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-supplier-uae-dubai-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-uae-dubai-guide,ZH,阿联酋（迪拜）钢结构采购完全指南：中东高端市场实战攻略,阿联酋（迪拜）钢结构采购完全指南：中东高端市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-supplier-uae-dubai-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-structure-wind-load-design-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-wind-load-design-guide,ZH,钢结构风荷载设计完全指南：各国规范、参数取值、设计要点,钢结构风荷载设计完全指南：各国规范、参数取值、设计要点,blog,MIGRATE_CONTENT,,,Blog article (steel-structure-wind-load-design-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Foundation & Engineering | Medium intent technical guide: long-term growth
/zh/blog/steel-warehouse-cost-complete-guide,https://zhongsai-steelstructure.com/zh/blog/steel-warehouse-cost-complete-guide,ZH,钢结构仓库成本完全指南：2026年最新价格分析与预算规划,钢结构仓库成本完全指南：2026年最新价格分析与预算规划,blog,MIGRATE_CONTENT,,,Blog article (steel-warehouse-cost-complete-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Warehouse Cost | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/steel-warehouse-supplier-nigeria-guide,https://zhongsai-steelstructure.com/zh/blog/steel-warehouse-supplier-nigeria-guide,ZH,尼日利亚钢结构仓库采购完全指南：西非市场实战攻略,尼日利亚钢结构仓库采购完全指南：西非市场实战攻略,blog,MIGRATE_CONTENT,,,Blog article (steel-warehouse-supplier-nigeria-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/steel-workshop-cost-factory-building-price,https://zhongsai-steelstructure.com/zh/blog/steel-workshop-cost-factory-building-price,ZH,钢结构厂房造价完全指南：2026年最新价格与成本控制,钢结构厂房造价完全指南：2026年最新价格与成本控制,blog,MIGRATE_CONTENT,,,Blog article (steel-workshop-cost-factory-building-price); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,STRONG,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Workshop Cost | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/top-10-steel-structure-manufacturers-in-china,https://zhongsai-steelstructure.com/zh/blog/top-10-steel-structure-manufacturers-in-china,ZH,中国十大钢结构厂家排名：2026年海外采购商选厂指南,中国十大钢结构厂家排名：2026年海外采购商选厂指南,blog,MIGRATE_CONTENT,,,Blog article (top-10-steel-structure-manufacturers-in-china); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,Blog cluster: Supplier & Manufacturer | High intent but likely template/weak content: rebuild in 30 days
/zh/blog/zhongguo-gangjiegou-changjia-paiming,https://zhongsai-steelstructure.com/zh/blog/zhongguo-gangjiegou-changjia-paiming,ZH,中国钢结构厂家排名2026：如何选择靠谱的钢结构出口商（附评估清单）,中国钢结构厂家排名2026：如何选择靠谱的钢结构出口商（附评估清单）,blog,MIGRATE_CONTENT,,,Blog article (zhongguo-gangjiegou-changjia-paiming); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/components,https://zhongsai-steelstructure.com/zh/components,ZH,钢结构构件与材料 | 钢柱钢梁桁架檩条围护系统 - 中赛钢构,钢结构构件与材料供应,component,KEEP,/zh/components/,https://zhongsai-steelstructure.com/zh/components/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/zh/components/fabricated-steel-beams-columns,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns,ZH,按图加工钢梁、钢柱与主体钢构件 | 中赛钢构,按图加工钢梁、钢柱与主体钢构件,component,KEEP,/zh/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/zh/components/roof-wall-cladding-systems,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems,ZH,钢结构建筑屋面与墙面围护系统 | 中赛钢构,钢结构建筑屋面与墙面围护系统,component,KEEP,/zh/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/zh/components/steel-purlins,https://zhongsai-steelstructure.com/zh/components/steel-purlins,ZH,C型Z型钢檩条供应 | 钢结构厂房墙面屋面檩条 | 中赛钢构,C型 / Z型钢檩条与钢结构建筑次结构,component,MERGE_301,/zh/components/,https://zhongsai-steelstructure.com/zh/components/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,YES,NO,"MERGE REVOKED: Components Hub does not sufficiently cover steel truss/purlin supplier intent. Legacy preserve at cutover, build dedicated page in 30 days."
/zh/components/steel-trusses,https://zhongsai-steelstructure.com/zh/components/steel-trusses,ZH,钢结构桁架定制加工 | 大跨度屋架桁架制造厂家 | 中赛钢构,按图定制钢结构桁架与大跨度屋架,component,MERGE_301,/zh/components/,https://zhongsai-steelstructure.com/zh/components/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,YES,NO,"MERGE REVOKED: Components Hub does not sufficiently cover steel truss/purlin supplier intent. Legacy preserve at cutover, build dedicated page in 30 days."
/zh/contact,https://zhongsai-steelstructure.com/zh/contact,ZH,联系中赛钢构 | 钢结构项目询价与技术咨询 - 中赛钢构,提交项目需求，获取方案与报价,contact,KEEP,/zh/contact/,https://zhongsai-steelstructure.com/zh/contact/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/countries,https://zhongsai-steelstructure.com/zh/countries/,ZH,按国家分类 | 中赛钢构出口目的地,按国家采购钢结构 | 本地化市场指南,country,MIGRATE_CONTENT,,,Country page (hub); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (hub): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/countries/indonesia,https://zhongsai-steelstructure.com/zh/countries/indonesia,ZH,印度尼西亚钢结构供应商 | 中国预制钢结构建筑制造商,印度尼西亚钢结构供应商,country,MIGRATE_CONTENT,,,Country page (indonesia); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (indonesia): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/countries/kenya,https://zhongsai-steelstructure.com/zh/countries/kenya,ZH,肯尼亚钢结构供应商 | 中国预制钢结构建筑出口,面向肯尼亚的钢结构供应商,country,MIGRATE_CONTENT,,,Country page (kenya); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (kenya): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/countries/nigeria,https://zhongsai-steelstructure.com/zh/countries/nigeria,ZH,尼日利亚钢结构供应商 | 中国预制仓库工厂制造商,尼日利亚钢结构供应商,country,MIGRATE_CONTENT,,,Country page (nigeria); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (nigeria): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/countries/saudi-arabia,https://zhongsai-steelstructure.com/zh/countries/saudi-arabia,ZH,沙特阿拉伯钢结构制造商 | 预制厂房仓库供应商,沙特阿拉伯钢结构制造商,country,MIGRATE_CONTENT,,,Country page (saudi-arabia); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (saudi-arabia): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/countries/vietnam,https://zhongsai-steelstructure.com/zh/countries/vietnam,ZH,越南钢结构供应商 | 中国预制钢结构建筑出口,面向越南的钢结构供应商,country,MIGRATE_CONTENT,,,Country page (vietnam); V2 has no country pages. High localized SEO value.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,WEAK,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,Country page (vietnam): likely template with country name swap. Low unique value. Drop candidate unless GSC data shows traffic. Long-term: build proper country pages with real project data.
/zh/engineering-design,https://zhongsai-steelstructure.com/zh/engineering-design,ZH,钢结构设计与深化 | 结构设计深化出图加工图纸 - 中赛钢构,钢结构设计与深化从图纸到制造,service,KEEP,/zh/engineering-design/,https://zhongsai-steelstructure.com/zh/engineering-design/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/export-delivery,https://zhongsai-steelstructure.com/zh/export-delivery,ZH,钢结构出口与交付 | 包装装柜出口单证物流协调安装指导 - 中赛钢构,钢结构出口与交付从工厂到海外项目现场,service,KEEP,/zh/export-delivery/,https://zhongsai-steelstructure.com/zh/export-delivery/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/zh/faq,https://zhongsai-steelstructure.com/zh/faq,ZH,常见问题 - 中国钢结构出口 | 中赛钢构,中国钢结构出口常见问题解答,resource,MIGRATE_CONTENT,,,FAQ page; V2 FAQ is NOINDEX placeholder. FAQ content needs migration.,HIGH,P2,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,"Unclassified MIGRATE_CONTENT: default P1, review manually."
/zh/landing,https://zhongsai-steelstructure.com/zh/landing,ZH,免费获取钢结构报价 | 中国工厂直销预制钢结构建筑 - 中赛钢构,中国工厂直销 高端预制钢结构建筑,landing,RETAIN_TEMPORARILY,,,Landing page likely for ads; retain until ad campaigns reviewed. Do not 301 to homepage.,MEDIUM,P2,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,LEGACY_PRESERVE,YES,NO,"Landing page: active ad traffic UNKNOWN. Legacy preserve at cutover, review ad campaigns post-launch."
/zh/manufacturing-quality,https://zhongsai-steelstructure.com/zh/manufacturing-quality,ZH,钢结构制造与质检 | 工厂生产切割焊接涂装质量控制 - 中赛钢构,,manufacturing,KEEP,/zh/manufacturing-quality/,https://zhongsai-steelstructure.com/zh/manufacturing-quality/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/zh/privacy,https://zhongsai-steelstructure.com/zh/privacy,ZH,隐私政策 | 中赛钢构,隐私政策,legal,KEEP,/zh/privacy/,https://zhongsai-steelstructure.com/zh/privacy/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/products,https://zhongsai-steelstructure.com/zh/products,ZH,钢结构产品中心 | 工业厂房仓库矿业商业建筑钢结构 - 中赛钢构,,product,KEEP,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/products/agriculture-special,https://zhongsai-steelstructure.com/zh/products/agriculture-special,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,农业特种钢结构系统,product,MERGE_301,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/zh/products/commercial-public,https://zhongsai-steelstructure.com/zh/products/commercial-public,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,商业公共建筑钢结构系统,product,MERGE_301,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/zh/products/custom-engineering,https://zhongsai-steelstructure.com/zh/products/custom-engineering,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,定制钢结构工程系统,product,KEEP,/zh/products/custom-engineering/,https://zhongsai-steelstructure.com/zh/products/custom-engineering/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/products/industrial,https://zhongsai-steelstructure.com/zh/products/industrial,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,工业建筑钢结构系统,product,MERGE_301,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/zh/products/mining-energy,https://zhongsai-steelstructure.com/zh/products/mining-energy,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,矿业能源重型钢结构系统,product,MERGE_301,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/zh/products/residential-light,https://zhongsai-steelstructure.com/zh/products/residential-light,ZH,工业建筑钢结构 | 预制钢结构厂房仓库车间厂家 - 中赛钢构,住宅轻钢结构系统,product,MERGE_301,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/zh/projects,https://zhongsai-steelstructure.com/zh/projects,ZH,钢结构项目案例 | 工业厂房仓库矿业商业建筑出口交付 - 中赛钢构,钢结构项目与交付案例,project,KEEP,/zh/projects/,https://zhongsai-steelstructure.com/zh/projects/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/projects/brazil-chinese-supermarket,https://zhongsai-steelstructure.com/zh/projects/brazil-chinese-supermarket,ZH,巴西华人超市钢结构项目 | 可按项目要求提供商业建筑出口案例 - 中赛钢构,巴西华人超市钢结构项目,project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (brazil-chinese-supermarket); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (brazil-chinese-supermarket): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/zh/projects/china-cnooc-pipe-rack,https://zhongsai-steelstructure.com/zh/projects/china-cnooc-pipe-rack,ZH,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/zh/projects/china-huarun-center,https://zhongsai-steelstructure.com/zh/projects/china-huarun-center,ZH,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/zh/projects/china-qianhai-dreamfactory,https://zhongsai-steelstructure.com/zh/projects/china-qianhai-dreamfactory,ZH,,,project,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/zh/projects/cnooc-pr6-pipe-rack-frame,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack-frame,ZH,"中海油PR6管廊4-SS2框架项目 | 广东惠州大亚湾石化区5,000 吨 - 中赛钢构",中海油PR6管廊4-SS2框架项目,project,301_ONE_TO_ONE,/zh/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/zh/projects/cnpc-sixth-construction-cracking-furnace,https://zhongsai-steelstructure.com/zh/projects/cnpc-sixth-construction-cracking-furnace,ZH,"中油六建裂解炉项目 | 广东6,000 吨 - 中赛钢构",中油六建裂解炉项目,project,301_ONE_TO_ONE,/zh/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/zh/projects/cnpc-sixth-construction-liquid-furnace,https://zhongsai-steelstructure.com/zh/projects/cnpc-sixth-construction-liquid-furnace,ZH,"中油六建液体炉项目 | 广东4,100 吨 - 中赛钢构",中油六建液体炉项目,project,301_ONE_TO_ONE,/zh/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/zh/projects/dubai-industrial-warehouse,https://zhongsai-steelstructure.com/zh/projects/dubai-industrial-warehouse,ZH,工业仓库 — 迪拜 | 中赛钢构,工业仓库 — 迪拜,project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (dubai-industrial-warehouse); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (dubai-industrial-warehouse): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
